Year,Series,øki,kyn,aldur,Units,GeoCode,Value
2013,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,18-24 ár,%,4700,4.8
2014,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,18-24 ár,%,4700,5.8
2015,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,18-24 ár,%,4700,5.5
2016,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,18-24 ár,%,4700,4.4
2017,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,18-24 ár,%,4700,3.8
2018,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,18-24 ár,%,4700,3.8
2019,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,18-24 ár,%,4700,3.7
2020,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,18-24 ár,%,4700,3.1
2021,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,18-24 ár,%,4700,4.5
2022,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,18-24 ár,%,4700,4.8
2009,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,25-54 ár,%,4700,2.7
2010,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,25-54 ár,%,4700,3.8
2011,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,25-54 ár,%,4700,3.9
2012,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,25-54 ár,%,4700,4.0
2013,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,25-54 ár,%,4700,3.0
2014,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,25-54 ár,%,4700,2.9
2015,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,25-54 ár,%,4700,3.0
2016,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,25-54 ár,%,4700,3.1
2017,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,25-54 ár,%,4700,2.8
2018,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,25-54 ár,%,4700,2.8
2019,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,25-54 ár,%,4700,2.5
2020,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,25-54 ár,%,4700,2.1
2021,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,25-54 ár,%,4700,2.6
2022,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,25-54 ár,%,4700,3.0
2009,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,55-66 ár,%,4700,3.2
2010,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,55-66 ár,%,4700,3.9
2011,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,55-66 ár,%,4700,3.9
2012,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,55-66 ár,%,4700,4.4
2013,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,55-66 ár,%,4700,3.7
2014,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,55-66 ár,%,4700,3.8
2015,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,55-66 ár,%,4700,3.5
2016,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,55-66 ár,%,4700,3.3
2017,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,55-66 ár,%,4700,3.2
2018,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,55-66 ár,%,4700,2.7
2019,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,55-66 ár,%,4700,2.6
2020,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,55-66 ár,%,4700,1.9
2021,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,55-66 ár,%,4700,2.2
2022,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,55-66 ár,%,4700,1.9
2009,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,67+ ár,%,4700,2.9
2010,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,67+ ár,%,4700,2.8
2011,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,67+ ár,%,4700,3.6
2012,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,67+ ár,%,4700,3.2
2013,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,67+ ár,%,4700,2.2
2014,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,67+ ár,%,4700,1.9
2015,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,67+ ár,%,4700,1.5
2016,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,67+ ár,%,4700,2.1
2017,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,67+ ár,%,4700,2.3
2018,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,67+ ár,%,4700,1.9
2019,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,67+ ár,%,4700,1.5
2020,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,67+ ár,%,4700,1.3
2021,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,67+ ár,%,4700,1.0
2022,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",,67+ ár,%,4700,0.8
2009,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,,%,4700,3.0
2010,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,,%,4700,4.0
2011,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,,%,4700,4.9
2012,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,,%,4700,4.9
2013,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,,%,4700,3.7
2014,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,,%,4700,3.6
2015,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,,%,4700,3.4
2016,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,,%,4700,3.4
2017,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,,%,4700,3.0
2018,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,,%,4700,2.7
2019,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,,%,4700,2.9
2020,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,,%,4700,2.3
2021,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,,%,4700,2.7
2022,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,,%,4700,2.9
2009,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,00-17 ár,%,4700,3.1
2010,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,00-17 ár,%,4700,4.3
2011,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,00-17 ár,%,4700,5.7
2012,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,00-17 ár,%,4700,5.4
2013,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,00-17 ár,%,4700,4.3
2014,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,00-17 ár,%,4700,3.8
2015,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,00-17 ár,%,4700,4.0
2016,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,00-17 ár,%,4700,3.7
2017,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,00-17 ár,%,4700,3.0
2018,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,00-17 ár,%,4700,2.8
2019,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,00-17 ár,%,4700,3.7
2020,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,00-17 ár,%,4700,2.7
2021,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,00-17 ár,%,4700,3.2
2022,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,00-17 ár,%,4700,3.2
2009,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,18-24 ár,%,4700,3.6
2010,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,18-24 ár,%,4700,6.5
2011,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,18-24 ár,%,4700,9.9
2012,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,18-24 ár,%,4700,10.5
2013,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,18-24 ár,%,4700,6.5
2014,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,18-24 ár,%,4700,8.1
2015,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,18-24 ár,%,4700,7.0
2016,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,18-24 ár,%,4700,5.9
2017,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,18-24 ár,%,4700,5.1
2018,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,18-24 ár,%,4700,4.2
2019,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,18-24 ár,%,4700,4.8
2020,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,18-24 ár,%,4700,4.5
2021,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,18-24 ár,%,4700,5.9
2022,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,18-24 ár,%,4700,7.3
2009,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,25-54 ár,%,4700,3.0
2010,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,25-54 ár,%,4700,4.0
2011,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,25-54 ár,%,4700,4.1
2012,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,25-54 ár,%,4700,4.2
2013,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,25-54 ár,%,4700,3.3
2014,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,25-54 ár,%,4700,2.9
2015,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,25-54 ár,%,4700,2.9
2016,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,25-54 ár,%,4700,3.2
2017,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,25-54 ár,%,4700,2.8
2018,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,25-54 ár,%,4700,2.6
2019,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,25-54 ár,%,4700,2.6
2020,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,25-54 ár,%,4700,2.2
2021,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,25-54 ár,%,4700,2.7
2022,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,25-54 ár,%,4700,3.1
2009,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,55-66 ár,%,4700,2.7
2010,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,55-66 ár,%,4700,3.4
2011,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,55-66 ár,%,4700,3.7
2012,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,55-66 ár,%,4700,4.3
2013,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,55-66 ár,%,4700,3.6
2014,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,55-66 ár,%,4700,3.9
2015,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,55-66 ár,%,4700,3.0
2016,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,55-66 ár,%,4700,3.1
2017,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,55-66 ár,%,4700,2.6
2018,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,55-66 ár,%,4700,2.3
2019,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,55-66 ár,%,4700,2.4
2020,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,55-66 ár,%,4700,1.5
2021,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,55-66 ár,%,4700,1.6
2022,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,55-66 ár,%,4700,1.4
2009,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,67+ ár,%,4700,2.8
2010,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,67+ ár,%,4700,2.4
2011,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,67+ ár,%,4700,2.9
2012,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,67+ ár,%,4700,2.6
2013,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,67+ ár,%,4700,2.1
2014,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,67+ ár,%,4700,1.8
2015,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,67+ ár,%,4700,1.4
2016,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,67+ ár,%,4700,2.0
2017,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,67+ ár,%,4700,2.9
2018,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,67+ ár,%,4700,2.5
2019,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,67+ ár,%,4700,1.8
2020,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,67+ ár,%,4700,1.5
2021,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,67+ ár,%,4700,1.2
2022,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Menn,67+ ár,%,4700,1.1
2009,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,,%,4700,2.7
2010,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,,%,4700,3.8
2011,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,,%,4700,4.3
2012,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,,%,4700,4.5
2013,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,,%,4700,3.3
2014,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,,%,4700,3.4
2015,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,,%,4700,3.3
2016,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,,%,4700,3.1
2017,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,,%,4700,3.1
2018,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,,%,4700,2.9
2019,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,,%,4700,2.3
2020,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,,%,4700,2.0
2021,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,,%,4700,2.5
2022,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,,%,4700,2.6
2009,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,00-17 ár,%,4700,2.7
2010,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,00-17 ár,%,4700,4.1
2011,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,00-17 ár,%,4700,4.9
2012,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,00-17 ár,%,4700,5.3
2013,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,00-17 ár,%,4700,4.4
2014,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,00-17 ár,%,4700,4.4
2015,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,00-17 ár,%,4700,3.6
2016,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,00-17 ár,%,4700,3.5
2017,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,00-17 ár,%,4700,3.8
2018,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,00-17 ár,%,4700,3.3
2019,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,00-17 ár,%,4700,2.2
2020,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,00-17 ár,%,4700,2.5
2021,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,00-17 ár,%,4700,2.6
2022,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,00-17 ár,%,4700,3.2
2009,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,18-24 ár,%,4700,2.5
2010,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,18-24 ár,%,4700,3.6
2011,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,18-24 ár,%,4700,5.0
2012,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,18-24 ár,%,4700,5.4
2013,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,18-24 ár,%,4700,3.3
2014,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,18-24 ár,%,4700,3.8
2015,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,18-24 ár,%,4700,4.2
2016,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,18-24 ár,%,4700,3.0
2017,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,18-24 ár,%,4700,2.6
2018,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,18-24 ár,%,4700,3.5
2019,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,18-24 ár,%,4700,2.7
2020,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,18-24 ár,%,4700,1.8
2021,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,18-24 ár,%,4700,3.2
2022,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,18-24 ár,%,4700,2.6
2009,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,25-54 ár,%,4700,2.4
2010,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,25-54 ár,%,4700,3.6
2011,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,25-54 ár,%,4700,3.7
2012,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,25-54 ár,%,4700,3.9
2013,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,25-54 ár,%,4700,2.7
2014,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,25-54 ár,%,4700,2.9
2015,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,25-54 ár,%,4700,3.0
2016,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,25-54 ár,%,4700,3.0
2017,Útlát av koltvísúrni frá nýtslu av brennievni,"Streymoyar øki, suður",Kvinnur,25-54 ár,%,4700,2.8
